text,label,clean_text,target
Finnair was able to operate most of its leisure flights despite the strike .,positive,finnair able operate leisure flight despite strike,1
"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",neutral,business idea budget sport offer customer wide range highquality sport equipment clothing low price company said,0
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard,0
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",neutral,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard company said statement received lesprom network,0
Small investors have voiced fears that the shares will end up with risk investors .,negative,small investor voiced fear share end risk investor,-1
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,result also burdened increased fixed cost associated operation china restructuring cost japan,-1
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,part transaction mreal sappi also signed longterm agreement supply pulp bctmp smaller service supply,1
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral,sale per cent finland per cent abroad sale lifted strong growth sale russia lithuania,0
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,asia earlier japan nikkei index fell percent hong kong hang seng index rose percent,0
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral,february finnish privacy security software developer tectia oyj hel tec v said wednesday set two strategic business unit managed security mobile authentication,0
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative,operating profit month period decreased eur turnover increased eur compared financial year,-1
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",negative,operating profit month period decreased eur net turnover increased eur compared financial year,-1
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",negative,operating profit month period decreased eur net sale increased eur compared financial year,-1
"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",neutral,operating profit month period decreased eur net sale increased eur compared,0
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,operating profit sixmonth period decreased eur sale increased eur compared corresponding period,0
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",negative,operating profit sixmonth period decreased eur net sale increased eur compared corresponding period,-1
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",negative,operating profit threemonth period decreased eur net sale increased eur compared corresponding period,-1
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,first half bank operating profit fell eur mn eur mn net interest income increased eur mn eur mn first half,-1
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,operating profit month period decreased eur net sale increased eur compared,-1
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,operating profit month period decreased eur net sale increased eur compared,-1
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,operating profit ninemonth period decreased eur net sale increased eur compared corresponding period,-1
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,comparable operating profit quarter decreased eur sale increased eur compared third quarter,-1
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative,earlier today geberit finnish rival uponor oyj cut fullyear sale growth forecast pct pct blaming tough condition germany u well currency factor,-1
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive,fourth quarter atrium net loss shrank eur million eur million net sale contracted eur million eur million,1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,operating loss totalled eur mn profit eur mn first half,-1
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,operating loss totalled eur mn profit eur mn,-1
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,pretax loss totaled eur mn profit eur mn,-1
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative,group operating loss eur mn profit eur mn,-1
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,finnish national carrier said net loss april june euro million net profit euro million year earlier,-1
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,generated operating loss eur mn profit eur mn,-1
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral,highest growth would china weakening demand would continue north america upm said,0
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,upm said move lower net profit x ac million u million second quarter mainly due impairment charge,-1
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,marubeni participated ghg green house gas emission reduction project overseas obtained emission credit project provided japanese client,0
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",positive,two company also partner developing raiso cholesterol lowering brand benecol,1
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral,consolidated unaudited result amanda capital ifrs reporting standard,0
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral,unaudited consolidated result aspocomp group ifrs reporting standard,0
"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",neutral,aspocomp group oyj stock exchange release december pm according disclosure received today aspocomp group oyj share henrik nyberg aspocomp group oyj share capital vote decreased percent,0
Sales fell abroad but increased in Finland .,neutral,sale fell abroad increased finland,0
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,since association data cover sale figure small local brewery sale imported beer product actual market share member smaller given report,-1
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral,total two offer received contracting authority participating contract however contract allotted affecto finland oy,0
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,pm omx helsinki pct lower omx helsinki pct volume mln eur,-1
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative,pm omx helsinki pct omx helsinki pct lower mln eur turnover,-1
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,compared ftse index fell point day relative price change,0
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,0
HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,negative,helsinki afx kci konecranes said franklin resource inc share voting right finnish crane company fell last week pct pct october,-1
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative,januaryaugust import sea container lorry trailer unit fell export corresponding period,-1
Liora 's got a brand-new bag .,neutral,liora got brandnew bag,0
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,airline share price closed slightly x ac u helsinki,-1
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,omx helsinki ended pct lower omx helsinki pct bln eur turnover,-1
"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",neutral,podcast see harple provide lowdown gypsii platform take someone location demographic information produce contextual index world around,0
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,information released september nokia american depositary share fell,-1
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral,among finnish share traded u stora enso closed pct lower eur upmkymmene pct eur metso pct eur,0
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative,finnish construction company yit reducing number startup marketfinanced residential unit previously announced,-1
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,huhtamaki market biggest faller pct lower eur omx helsinki pct higher omx helsinki pct,-1
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,pm omx helsinki index pct lower,-1
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative,close omx helsinki pct lower point omx helsinki pct point bln eur turnover,-1
"Body The credit falls due February 24 , 2014 .",neutral,body credit fall due february,0
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,capacity ease seikku sawmill pori alholma sawmill pietarsaari result people laid around six week starting midmay said,-1
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,however two previously ordered set start producing electricity end october said,0
"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral,sale local currency decreased percent number subscriber rose million total million end fourth quarter company said,0
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative,company confirmed estimate lower revenue whole yearago eur million usd given interim report august,-1
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative,company expects net sale whole remain level,-1
The measures result from decreased demand in technical design and product information .,negative,measure result decreased demand technical design product information,-1
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,omx nordic omxn index comprising traded nordic stock nasdaq omx exchange closed point thursday,-1
The repurchases shall decrease the distributable capital and reserves .,negative,repurchase shall decrease distributable capital reserve,-1
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,net sale period expected fall well last year result nonrecurring item expected red,-1
"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,finland bank land report operating profit fell eur mn second quarter eur mn second quarter,-1
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,budapest august mti finnish electronics maker elcoteq lay worker plant pecs hungary end september falling order communication director elcoteq local unit zoltan krippl told mti monday,-1
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,earnings per share eps decreased eur eur,-1
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,finnair tallinnbased subsidiary aero carried passenger decline route helsinki baltic capital within southern finland,-1
"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",negative,helsinki afx kesko corp expected report lower second quarter eps today due tax charge earnings line seen higher yearonyear analyst said,-1
"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,q bank land net interest income weakened eur mn,-1
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,adpnews aug finnish medium group ilkkayhtyma oyj hel ilk said today net profit fell year eur million usd first half,-1
Operating profit for 2009 lower than outlook published earlier .,negative,operating profit lower outlook published earlier,-1
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,operating profit continuing operation fell eur mn eur mn first half,-1
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,revenue quarter totaled billion percent billion fourth quarter,-1
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,sampo bank market share lending first quarter,-1
Sanoma News ' advertising sales decreased by 22 % during the year .,negative,sanoma news advertising sale decreased year,-1
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,october finnish environmental management company lassila tikanoja oyj hel lat v l said today net profit declined eur first nine month eur period year earlier,-1
Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,finnish bank land report operating profit fell eur mn third quarter eur mn third quarter,-1
"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative,finnish bank land report operating profit eur mn first quarter eur mn corresponding period,-1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,finnish electronics contract manufacturer scanfil report net sale eur mn eur mn,-1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,finnish electronics contract manufacturer scanfil report net sale eur mn second quarter eur mn year earlier,-1
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decreased second quarter eur mn eur mn corresponding period,-1
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,finnish geosentric net sale decreased eur januarymarch,-1
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,finnish kemira net sale eur decreased eur mn januaryjune eur mn januaryjune,-1
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,finnish plumbing heating system supplier uponor net sale continuing operation decreased eur mn eur mn,-1
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,finnish plumbing heating system supplier uponor net sale continuing business operation decreased eur mn julyseptember compared eur mn third quarter,-1
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,finnish scanfil contract manufacturer system supplier communication industrial electronics report net sale eur mn first half eur mn year earlier,-1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled eur mn first half eur mn first half,-1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale eur mn first quarter per cent smaller corresponding period,-1
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,finnish shipping company finnlines grimaldi group report net sale decreased eur mn januaryjune eur mn corresponding period,-1
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,cargo traffic fell yearonyear tonne september,-1
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,cash flow investment amounted eur eur,-1
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",negative,cocacola market leader manufacturer market share corresponding period,-1
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,comparable operating profit decreased eur mn eur mn corresponding period,-1
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,consolidated operating profit continuing operation decreased eur mn eur mn,-1
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,consolidated pretax profit decreased eur mn eur mn,-1
Device volume in the area decreased by 21 % to 2.7 mn units .,negative,device volume area decreased mn unit,-1
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,diluted earnings per share eps declined eur eur,-1
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,diluted earnings per share eps fell eur eur,-1
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,eur h august finnish medium group ilkkayhtyma oyj hel ilk said today net profit fell year eur first half,-1
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,earnings per share eps amounted eur eur,-1
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative,earnings per share eps decreased eur eur,-1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative,earnings per share eps first half amounted eur eur year ago,-1
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,finnair total traffic decreased term revenue passenger kilometre,-1
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,finnish business software group affectogenimap oyj said net profit halved mln euro mln first nine month mln euro mln period,-1
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,finnish financial software solution developer basware oyj said net profit fell euro mln first quarter mln euro mln year earlier,-1
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,finnish glass technology company glaston oyj abp net profit decreased mln euro mln first nine month mln euro mln period,-1
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative,finnish management software solution provider ixonos oyj net profit decreased euro first quarter euro mln period,-1
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative,finnish medium company talentum oyj net profit decreased mln euro mln first quarter mln euro mln period,-1
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,finnish metal product company componenta oyj net profit went slightly mln euro mln first half mln euro mln period,-1
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,separate announcement helsinki stock exchange atrium revealed company third quarter profit declined eur third quarter last year eur year q,-1
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative,fourth quarter net sale decreased eur mn eur mn fourth quarter,-1
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,insurer axa par c slid eur citigroup ing slashed target stock,-1
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,adp news feb finnish wood product technology supplier raute oyj hel rutav said today net profit decreased eur million usd eur million,-1
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,adp news feb finnish construction company lemminkainen oyj hel lem said today net profit decreased eur million usd eur million,-1
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,adp news feb finnish broadband data communication system solution company teleste oyj hel tlt v said today net profit decreased eur million usd eur million,-1
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative,adp news jan finnish mobile phone maker nokia oyj omx nok v said today operating profit decreased eur billion usd bn eur billion,-1
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative,adpnews may finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined eur million usd first quarter eur million correspond,-1
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative,adpnews oct finlandbased consultancy tieto oyj hel tie v said today net profit plunged eur million usd first nine month eur million period,-1
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,market share decreased route helsinki finland tallinn estonia percentage point,-1
Net profit fell by almost half to +� 5.5 million from +� 9.4 million at the end of 2007 .,negative,net profit fell almost half � million � million end,-1
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,net profit three month march fell x ac million u million x ac million year earlier finnish company said,-1
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,net sale decreased eur mn eur mn corresponding period,-1
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,net sale decreased eur mn eur mn corresponding period,-1
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,net sale fell third quarter eur mn,-1
Net sales fell by 5 % from the previous accounting period .,negative,net sale fell previous accounting period,-1
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,net sale kyro main business area glaston technology manufacturer glass processing machine decreased eur mn eur mn januaryseptember,-1
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,operating profit decreased eur mn eur mn,-1
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,operating profit fell eur mn second quarter eur mn second quarter,-1
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,operating profit fell eur mn eur mn,-1
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,operating profit fell eur mn eur mn,-1
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative,operating profit fell eur mn eur mn,-1
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative,operating profit fell eur mn eur mn third quarter,-1
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative,orion net profit third quarter decreased mln euro mln mln euro mln year earlier,-1
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative,pretax profit decreased eur mn eur mn,-1
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative,pretax profit decreased eur mn eur mn fourth quarter,-1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,pretax profit totaled eur mn eur mn,-1
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,price delivery volume broadband product decreased significantly,-1
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative,profit period fell eur mn eur mn januaryseptember,-1
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,profit period totalled eur mn eur mn corresponding period,-1
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,profit period totalled eur mn eur mn third quarter,-1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,revenue quarter fell percent euro billion compared year earlier,-1
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,srv lowered net sale estimate whole due uncertainty housing sale,-1
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,stora enso oyj said secondquarter result would fall half compared period,-1
Subscription sales decreased slightly .,negative,subscription sale decreased slightly,-1
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,company confirmed estimate lower revenue whole yearago eur given interim report august,-1
The company said that the fall in turnover had been planned .,negative,company said fall turnover planned,-1
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,department store division sale fell eur mn,-1
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative,fair value company investment property went eur billion end eur billion year earlier,-1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,fair value company investment property went eur bn end september eur bn year earlier,-1
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,group order portfolio decreased eur mn eur mn,-1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,net sale decreased eur million eur million,-1
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,sale tiimari segment fell yearonyear eur june,-1
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,finnish electronics contract manufacturer scanfil net sale eur mn first quarter eur mn year,-1
