text,label,clean_text,target,adj_text
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,positive,capitalize experience number similar bridge project nordic country,1,capitalize similar nordic
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,via move company aim annual saving eur main part expected realized year,1,annual saving main expected realized
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,acquisition panostaja oyj expands business area specialising digital printing,1,oyj expands specialising digital
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,brazilian nonprofit interbank camara interbancaria de pagamentos cip acquired solution u business integration solution provider sterling commerce latter company said statement,1,brazilian camara acquired said
`` Leipurin is a growing and rapidly internationalizing Group .,positive,leipurin growing rapidly internationalizing group,1,growing internationalizing
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive,ntc geographical presence complement ramirent existing network brings u closer customer east bohemia region czechrepublic,1,geographical existing u closer
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive,several growth initiative chosen geographic area already ongoing continued noting lindex opened first store czech republic autumn brno,1,several initiative chosen geographic ongoing continued noting opened czech republic
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive,analyzed kaupthing bank sweden found business fit well alandsbanken said alandsbanken chief executive peter wiklof statement,1,analyzed kaupthing found said alandsbanken chief wiklof
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,july finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur second quarter net loss eur corresponding period last year,1,finnish said turned net second net corresponding last
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,october finnish wood product technology supplier raute oyj hel rutav said today swung net profit eur first nine month versus net loss eur period year earlier,1,october finnish said swung net net
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,february finnish broadband data communication system provider teleste oyj hel tlt v said yesterday net profit rocketed eur eur lifted dividend proposal,1,february finnish said net rocketed eur lifted
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,february finnish broadband data communication system provider teleste oyj hel tlt v said wednesday net profit rocketed eur eur lifted dividend proposal,1,february finnish said wednesday net rocketed eur lifted
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",positive,agreement shb december finnish financial service group aktia hel aktav concluded market making agreement svenska handelsbanken sto shb shb two party said today,1,finnish financial aktia concluded making handelsbanken sto shb said
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive,austin texas sept texas department transportation award contract teleste video compression distribution equipment,1,sept texas
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,cargotec corporation press release august finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solution received significant offshore crane retrofit order,1,cargotec august finnish cargotec providing marine handling handling received significant
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive,ceo company tarmo noop said growth sale premium beer biggest,1,said biggest
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,ebit totalled eur mn compared loss eur mn corresponding period,1,totalled eur compared corresponding
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,finnish broadband data communication system provider teleste oyj hel tlt v said yesterday returned net profit eur million usd first nine month versus net loss eur period,1,finnish said returned net usd first net
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln first nine month net loss mln euro mln period,1,finnish said swung net net euro
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln first nine month versus net loss euro period,1,finnish oral posted total net net
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,finnish consultancy satama interactive oyj posted net profit mln euro mln first nine month compared net loss euro period,1,finnish interactive posted net compared net
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,finnish pulp paper machinery maker vaahto group oyj swung mln euro mln net profit fiscal ended august euro net loss fiscal,1,finnish oyj swung euro mln net ended euro net
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,finnish silicon wafer manufacturer okmetic oyj said swung net profit mln euro mln first nine month net loss mln euro mln year earlier,1,finnish wafer okmetic said swung net net
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,growth strongest fsecure operator isps mobile operator cable operator business,1,strongest
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive,second quarter company net profit eur compared net loss eur apriljune,1,second net compared net
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,therefore seems finnish shipping company viking line get subsidy need order new lngfuelled vessel,1,seems finnish shipping viking need new lngfuelled
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint,1,say promising
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acg v said today swung net profit eur usd versus net loss eur million,1,adp finnish printed oyj hel said swung net usd versus net
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,adp news nov finnish retail software developer aldata solution oyj omx ald v said today swung net profit eur million usd first nine month versus net loss eu,1,adp finnish retail omx said swung net usd first net
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,mformation nokia noted established interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management,1,noted established standardsbased mobile mobile
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive,mn pretax profit eur mn eur mn third quarter,1,mn pretax third
"Net sales will , however , increase from 2005 .",positive,net sale however increase,1,net increase
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive,operating profit totaled eur mn compared eur mn corresponding period,1,totaled eur compared eur corresponding
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive,order intake hand expected stronger,1,expected stronger
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive,outokumpu finland stainless steel manufacturer plan enter supply agreement indian railway,1,outokumpu enter indian
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive,profit tax eur mn compared eur mn previous year,1,compared eur previous
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive,profit period eur mn compared eur mn,1,compared
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,quarterly diluted eps continuing operation came eur compared last year eur,1,diluted continuing came compared last
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,rapala estimate net sale increase pct pct assuming exchange rate,1,rapala net assuming
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,raute posted net profit mln euro mln third quarter compared net loss euro corresponding period,1,posted net euro mln third compared net corresponding
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,return equity stood compared third quarter,1,stood compared third
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,russian export duty activate harvesting finland sale russia increase also,1,russian activate harvesting
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,tectia corporation hel tec v provider realtime security solution today announced appointed lan lan provider service uk distribute data security manage file transfer software,1,tectia announced appointed uk
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive,bristol port company sealed one million pound contract cooper specialised handling supply four tonne customised reach stacker konecranes,1,sealed specialised handling customised
The company expects net sales to significantly increase from 2009 .,positive,company expects net sale significantly increase,1,expects net increase
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,company net profit amounted ee mn,1,net amounted ee
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive,company said supply wcdma ghspa radio network including modular high capacity nokia flexi wcdma base station east java bali sumatra batam,1,said including modular high flexi wcdma
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",positive,ebitda eur compared eur corresponding ebitda margin,1,ebitda compared corresponding ebitda
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive,fair value investment property totalled eur mn compared eur mn corresponding period,1,fair totalled eur compared eur corresponding
The fund at fair value will increase correspondingly .,positive,fund fair value increase correspondingly,1,
The optimization of the steel components heating process will reduce the energy consumption .,positive,optimization steel component heating process reduce energy consumption,1,heating reduce
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive,proportion estonian lithuanian passenger tallinnhelsinki route also grew july,1,estonian lithuanian grew
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,assignment strengthens poyry position international provider engineering project service chemical process industry,1,strengthens poyry international chemical
This new partnership agreement represents a significant milestone for both parties .,positive,new partnership agreement represents significant milestone party,1,new represents significant
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,tiimari latvian representative ineta zaharova said company earned lvl profit time,1,tiimari latvian said earned lvl
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive,via agreement ramirent expand range equipment service delivers destia ramirent finland managing director kari aulasmaa said,1,destia ramirent managing said
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,via takeover panostaja expands business area specialising digital printing since previously consists subsidiary kopijyva oy sokonet oy,1,expands specialising digital consists oy
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",positive,consumer product manufacturer fiskars corp open distribution warehouse center southaven creating job,1,corp open creating
`` We were the lowest bidders and now the final approval is awaited . '',positive,lowest bidder final approval awaited,1,lowest final awaited
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+Ænsi-Kalkkuna to produce turkey meat .,positive,finnish food industry company hk ruokatalo atrium form joint venture company called lnsikalkkuna produce turkey meat,1,finnish hk ruokatalo joint called
"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",positive,finnair expands finnair plan add flight route hong kong india russia,1,expands finnair add india
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,positive,finnish food company raisio oyj hel raivv said today buy british snack confectionery company big bear group plc enterprise value eur million usd,1,finnish said buy british big plc
"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",positive,firm october finnish lifting equipment maker konecranes oyj hel kcr v said today acquired u machine tool solution unlimited cincinnati ohio undisclosed sum,1,october finnish lifting oyj hel said acquired u unlimited cincinnati undisclosed
Growth is expected to continue in 2008 .,positive,growth expected continue,1,expected
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive,ixonos estimate hire specialist mechanical engineering electronics design r new unit jyvaeskylae end,1,ixonos mechanical r new jyvaeskylae
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive,mreal corporation press release november mreal corporation second best company material sector including eg forest industry company carbon disclosure leadership index cdli nordic report,1,mreal november mreal second including eg forest cdli nordic
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,positive,oriolakd expects invoicing higher comparable invoicing,1,expects invoicing comparable
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive,company said started investigate streamlining operation order meet tightening competition mobile phone charger market,1,said started streamlining tightening
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",positive,earlier month company signed deal indiabased information technology service giant wipro technology transfer sell radio access related r activity berlin,1,signed indiabased giant wipro related
Consumption is forecast to grow by about 2 % .,positive,consumption forecast grow,1,
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,credit november finnish glass technology company glaston oyj abp hel gla v said today concluded eur revolving credit facility agreement core bank,1,finnish said concluded revolving core
"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",positive,dubbed nokia money solution company official say initiative would seek bridge gap banked unbanked developing country,1,dubbed nokia official say initiative would seek banked unbanked developing
Etteplan targets to employ at least 20 people in Borl+Ænge .,positive,etteplan target employ least people borlnge,1,employ least borlnge
"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",positive,furthermore novator finland oy entered security lending agreement whereby novator finland oy hold directly amount share underlying omx market forward may may,1,novator entered hold amount underlying omx may may
"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",positive,glaston headquartered tampere finland growing international glass technology company,1,headquartered tampere growing international
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive,helsinki finland sept globe newswire ixonos plc expands company smartphone r service establishes new nextgeneration smartphone design unit connection ixonos site jyvaeskylae,1,sept ixonos r establishes new
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,helsinki thomson financial mreal said exercise option buy mw natural gas power plant land kyroskoski finland around mln eur kyro oyj,1,financial said buy mw natural finland
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive,addition deal includes call option enable maritim food increase holding sandanger future,1,includes enable holding sandanger
"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",positive,currently employ people expects headcount reach end,1,employ expects
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",positive,rose finland abroad respectively eur million eur million due growth russia,1,rose eur due
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,main business area glass machinery group glaston technology global market leader glass processing machine,1,main global
"Jobs will not be transferred from Finland , however .",positive,job transferred finland however,1,transferred
Kaupthing forecasts a significant price increase for printing paper in 2007 .,positive,kaupthing forecast significant price increase printing paper,1,kaupthing significant printing
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,positive,kesko food ltd press release kesko food ltd launching major tv campaign recruit many one hundred new kfood retailer,1,kesko kesko launching major recruit many hundred new
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,adp news nov finnish powersupply solution provider efore oyj omx efo v announced today launch opus dc latest power system opus product line,1,adp finnish efo announced latest opus
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",positive,adp news nov finnish cargo handling system service company cargotec oyj omx cgcbv said today acquired stake italian service company cv technoports srl cv service srl italian handli,1,adp finnish cargo handling cargotec oyj said acquired italian srl cv italian
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive,adpnews nov four company agreed buy combined sek billion usd meur drug store offered sale part restructuring swedish statedowned pharmacy monopoly apoteket ab,1,nov agreed combined sek usd meur offered restructuring swedish statedowned
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive,martela said plan expand recycled furniture business elsewhere finland,1,said expand recycled
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive,microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought billion year ago,1,churned agreeing navteq offered bought
New product launches in Finland will more than double from 2005 .,positive,new product launch finland double,1,new
"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",positive,hand montevideo said two mill working area generate job,1,said working
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",positive,wednesday announced government would propose granting licence two reactor one built fennovoima tvo,1,announced would propose granting built
services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,positive,service supplier efore plc streamline operation finland u finnish electronic system service supplier efore plc omx helsinki efo v said tuesday february initiated statutory negotiation regarding streamlining operation finland,1,plc u finnish electronic plc said tuesday february initiated statutory regarding streamlining
Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,positive,singapore may july finnish air carrier finnair oyj hel fia said today open daily route singapore may part growth strategy asia,1,may july finnish said open daily may
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive,st petersburg oct primetass finnish tire producer nokian tyre plan invest million euro expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporter thursday,1,finnish nokian invest euro leningrad told
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive,stockmann swedish sector company ab lindex entered agreement september whereby stockmann whollyowned subsidiary make public tender offer lindex issued share,1,stockmann swedish ab entered whollyowned make public issued
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive,teliasonera said million invested next year region bring mobile coverage nepal population,1,said invested next bring mobile nepal
The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive,executive group participate adjustment fixedterm salary cut,1,participate salary
The volumes are expected to increase during the next few years .,positive,volume expected increase next year,1,expected next
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,march finnish company digia oyj hel dig v announced today agreement mobilephone major nokia oyj hel nok v acquire commercial licensing service business related nokia qt technology,1,finnish announced major nokia acquire commercial related nokia
A profit is still on target .,positive,profit still target,1,target
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive,according finnish aktia bank managing director jussi laitinen bank aim triple number customer finland next five year,1,according finnish managing laitinen triple
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive,aspo plc stock exchange announcement may increase share capital aspo plc totaling eur registered today,1,may increase plc totaling registered
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,comparable net sale expected increase line group target,1,comparable net expected increase
"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",positive,company intends invest significantly expanding distribution maintenance network,1,intends invest expanding
"In addition to Russia , we now seek additional growth in Ukraine .",positive,addition russia seek additional growth ukraine,1,seek additional
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive,banking sampo unchanged eur nordea rose pct eur,1,banking unchanged rose pct
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",positive,autumn plan expand service st petersburg moscow launch service yekaterinburg russia flying three time week,1,expand flying
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive,latvenergo ordered significant expansion tekla xpower network information system,1,ordered significant
Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,positive,lemcon also signed precontract purchase park entire hectare site,1,signed precontract entire
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",positive,salo finland august benefon today announced plan strengthen inhouse technology platform licensing complete mobile software platform opna longstanding technology partner pollex,1,announced strengthen licensing complete mobile longstanding
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,strand associate expanding madison corporate headquarters space add employee engineering firm,1,expanding corporate add
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,acquisition part ramirent strategy strengthen position selected location,1,strengthen selected
The company will use the assets for strengthening its balance sheet and financial position .,positive,company use asset strengthening balance sheet financial position,1,strengthening financial
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive,newly created position established strengthen amer sport management strategic planning execution,1,created established strengthen strategic
"The production capacity can be tripled without any major additional investments , the company said .",positive,production capacity tripled without major additional investment company said,1,tripled major additional said
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,positive,service fesco telling example strengthening relationship logistics company operator international level,1,telling strengthening operator international
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",positive,asiapacific region visa wave available malaysia taiwan south korea expanded japan southeast asia year jung added,1,asiapacific wave available expanded asia added
Raisio 's malting capacity was in full use in 2008 .,positive,raisio malting capacity full use,1,malting full
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,operating profit excluding restructuring cost grew eur million eur million operating profit including restructuring cost showed even larger growth eur million eur million,1,excluding grew eur including showed larger
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,china based operation enable u fully leverage resource expertise wireless solution also strengthen capability offer industryleading product customer china,1,based enable u leverage strengthen offer industryleading
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,cost cutting measure produced around eur saving past nine month dampened airline loss finnair said,1,produced saving past dampened said
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,group turnover full fiscal year expected show slight increase previous fiscal year,1,full fiscal expected slight previous fiscal
The talks are aimed at restructuring operations and cutting costs .,positive,talk aimed restructuring operation cutting cost,1,aimed cutting
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,consolidated operating profit excluding oneoff item eur mn eur mn year earlier,1,consolidated excluding eur
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,ebit excluding nonrecurring item estimated increase,1,excluding nonrecurring estimated
Lean System supports change management and component purchasing extremely well .,positive,lean system support change management component purchasing extremely well,1,lean purchasing
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,operating profit excluding nonrecurring item increased eur mn eur mn corresponding period,1,excluding nonrecurring increased eur corresponding
This transaction will also rationalize our pulp and paper industry related solutions .,positive,transaction also rationalize pulp paper industry related solution,1,rationalize related
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,cash flow business operation totalled eur mn compared negative eur mn first half,1,totalled eur compared negative mn first
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,cash flow operation totalled eur mn compared negative eur mn corresponding period,1,totalled eur compared negative corresponding
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,cash flow operation totalled eur mn compared negative eur mn second quarter,1,totalled eur compared negative mn second
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,ebit excluding nonrecurring item totalled eur mn eur mn,1,excluding nonrecurring totalled eur
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,finnish energy company fortum oyj said november granted environmental permit build biofuelfired combined heat power chp plant vartan harbor eastern stockholm,1,finnish said granted environmental build biofuelfired combined eastern
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive,following transaction lundbeck worldwide right nalmefene excluding north america mexico turkey southkorea,1,following lundbeck right excluding north america
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,nokia pct eur kicking morning negative territory,1,nokia kicking negative
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,return investment compared negative,1,compared negative
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,district court helsinki dismissed charge court first instance,1,dismissed first
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,thus method cut working cost fasten planning building process,1,working fasten planning
"By cutting the number of plants , the group will trim fixed costs .",positive,cutting number plant group trim fixed cost,1,cutting trim fixed
